event_title,event_id,event_type,event_start,event_end,exp_attendance,exp_participants,event_host,event_url,event_address,lat,long
Pacific Beach Tuesday Farmers' Market,50486,FARMERS,2018-08-07 14:00,2018-08-07 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50975,FESTIVAL,2018-08-07 11:00,2018-08-07 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50974,FESTIVAL,2018-08-06 11:00,2018-08-06 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50973,FESTIVAL,2018-08-05 11:00,2018-08-05 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50567,FARMERS,2018-08-05 10:00,2018-08-05 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49932,FARMERS,2018-08-05 9:00,2018-08-05 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50384,FARMERS,2018-08-05 9:00,2018-08-05 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
2018 MPS Superheroe's 5K,50880,ATHLETIC,2018-08-05 7:00,2018-08-05 11:00,250,25,The National MPS Society,,North Harbor Drive & Spanish Landing Parking lot,32.7293076,-117.1997407
NPCA Bird Park Concert Series,50742,CONCERTS,2018-08-04 16:30,2018-08-04 20:00,950,25,North Park Community Association,www.northparksd.org,2705 Upas St,32.7408744,-117.1301472
Daily Food Trucks,51115,FESTIVAL,2018-08-04 11:00,2018-08-04 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Old Town Artisan's Market,50383,FARMERS,2018-08-04 9:00,2018-08-04 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50109,FARMERS,2018-08-04 9:00,2018-08-04 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,50007,FARMERS,2018-08-04 8:00,2018-08-04 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
64th Annual Balboa Park 8-Miler,50858,ATHLETIC,2018-08-04 5:30,2018-08-04 9:30,1000,40,San Diego Track Club,www.sdtc.com,Pan American East & Presidents Way,32.7091622,-117.1534858
Point Loma Summer Concerts (Series),50820,CONCERTS,2018-08-03 17:30,2018-08-03 20:30,3000,50,Point Loma Summer Concerts,www.plconcerts.org,1049 Catalina Blvd,32.7254294,-117.2447318
Food Truck Fridays,50667,FARMERS,2018-08-03 16:00,2018-08-03 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,50971,FESTIVAL,2018-08-03 11:00,2018-08-03 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Screen on the Green,50543,FESTIVAL,2018-08-02 20:00,2018-08-02 22:00,500,30,San Diego Museum of Art,www.sdmart.org,1549 El Prado,32.7324829,-117.149225
North Park Thursday Market,50057,FARMERS,2018-08-02 15:00,2018-08-02 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,50970,FESTIVAL,2018-08-02 11:00,2018-08-02 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50191,FARMERS,2018-08-01 16:00,2018-08-01 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49812,FARMERS,2018-08-01 11:00,2018-08-01 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Daily Food Trucks,50969,FESTIVAL,2018-08-01 11:00,2018-08-01 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Little Italy's Wednesday Farmers Market,50909,FARMERS,2018-08-01 9:00,2018-08-01 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50485,FARMERS,2018-07-31 14:00,2018-07-31 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50968,FESTIVAL,2018-07-31 11:00,2018-07-31 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,51111,FESTIVAL,2018-07-31 11:00,2018-07-31 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50967,FESTIVAL,2018-07-30 11:00,2018-07-30 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50966,FESTIVAL,2018-07-29 11:00,2018-07-29 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50566,FARMERS,2018-07-29 10:00,2018-07-29 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49931,FARMERS,2018-07-29 9:00,2018-07-29 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50382,FARMERS,2018-07-29 9:00,2018-07-29 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Live Well San Diego 5K & Kids' 1-Mile Fun Run,50724,ATHLETIC,2018-07-29 6:30,2018-07-29 13:30,3500,100,San Diego Blood Bank,www.livewellsd.org/content/livewell/home/livewellsd5k.html,1600 Pacific Highway,32.72216251,-117.1720125
Hillcrest Car Show,50149,FESTIVAL,2018-07-28 14:00,2018-07-28 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal & Harvey Milk Streets,32.7521124,-117.1481502
PostSecret Pop Up,51235,EXHIBITS,2018-07-28 13:30,2018-07-28 15:30,80/day,,San Diego Museum of Man,,1350 El Prado,32.73165866,-117.1522116
Daily Food Trucks,51108,FESTIVAL,2018-07-28 11:00,2018-07-28 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Old Town Artisan's Market,50381,FARMERS,2018-07-28 9:00,2018-07-28 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50108,FARMERS,2018-07-28 9:00,2018-07-28 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,50006,FARMERS,2018-07-28 8:00,2018-07-28 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Annual Joggin' For Frogmen 5K & Tadpole Trot,50723,ATHLETIC,2018-07-28 6:45,2018-07-28 12:00,1200,40,The 31 Heroes Project,www.jogginforfrogmen.com,2455 Cushing Road,32.73487869,-117.2139081
Point Loma Summer Concerts (Series),50819,CONCERTS,2018-07-27 17:30,2018-07-27 20:30,3000,50,Point Loma Summer Concerts,www.plconcerts.org,1049 Catalina Blvd,32.7254294,-117.2447318
Food Truck Fridays,50666,FARMERS,2018-07-27 16:00,2018-07-27 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,51107,FESTIVAL,2018-07-27 11:00,2018-07-27 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
North Park Thursday Market,50056,FARMERS,2018-07-26 15:00,2018-07-26 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,50963,FESTIVAL,2018-07-26 11:00,2018-07-26 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50190,FARMERS,2018-07-25 16:00,2018-07-25 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49811,FARMERS,2018-07-25 11:00,2018-07-25 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Daily Food Trucks,51105,FESTIVAL,2018-07-25 11:00,2018-07-25 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
National Carousel Day,49959,FESTIVAL,2018-07-25 11:00,2018-07-25 15:00,1000,,Friends of Balboa Park,www.friendsofbalboapark.org,Park Boulevard & Zoo Place,32.7329752,-117.1460938
Little Italy's Wednesday Farmers Market,50908,FARMERS,2018-07-25 9:00,2018-07-25 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50484,FARMERS,2018-07-24 14:00,2018-07-24 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50961,FESTIVAL,2018-07-24 11:00,2018-07-24 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50960,FESTIVAL,2018-07-23 11:00,2018-07-23 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Running of the Saints,50722,PARADES,2018-07-22 15:00,2018-07-22 16:00,300,50,St. Anne Catholic Church,www.stannes-sandiego.org,Irving Avenue & Cesar Chavez Parkway,34.1725886,-118.2932848
Hulu LLC Castle Rock Event Activation at SDCC,50943,FESTIVAL,2018-07-22 11:00,2018-07-22 18:00,1475/day,975,Hulu LLC,,255 West Island Avenue,32.7103935,-117.1652269
Daily Food Trucks,51102,FESTIVAL,2018-07-22 11:00,2018-07-22 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
AMC The Walking Dead & Fear of the Walking Dead,51241,ATHLETIC,2018-07-22 9:30,2018-07-22 19:00,2250/day,50,AMC,,326 West Harbor Drive,32.7099215,-117.1659413
Old Town Artisan's Market,50380,FARMERS,2018-07-22 9:00,2018-07-22 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
2018 Hillcrest Farmers' Market (Sundays),49930,FARMERS,2018-07-22 9:00,2018-07-22 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Amazon Comic Con 2018: Jack Ryan Activation,50938,FESTIVAL,2018-07-22 9:00,2018-07-22 18:00,1500/day,120,Amazon Prime,,326 West Harbor Drive,32.7099215,-117.1659413
World Championship OTL Tournament: Multi-day Event,49878,ATHLETIC,2018-07-22 7:00,2018-07-22 22:00,35000,3900,Old Mission Beach Athletic Club,www.ombac.org,1400 Fiesta Island Road,32.78888433,-117.2136896
NPCA Bird Park Concert Series,50741,CONCERTS,2018-07-21 16:30,2018-07-21 20:00,950,25,North Park Community Association,www.northparksd.org,2705 Upas St,32.7408744,-117.1301472
Hulu LLC Castle Rock Event Activation at SDCC,50942,FESTIVAL,2018-07-21 11:00,2018-07-21 18:00,1475/day,975,Hulu LLC,,255 West Island Avenue,32.7103935,-117.1652269
Daily Food Trucks,51101,FESTIVAL,2018-07-21 11:00,2018-07-21 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
AMC The Walking Dead & Fear of the Walking Dead,51240,ATHLETIC,2018-07-21 9:30,2018-07-21 19:00,2250/day,50,AMC,,326 West Harbor Drive,32.7099215,-117.1659413
Amazon Comic Con 2018: Jack Ryan Activation,50937,FESTIVAL,2018-07-21 9:00,2018-07-21 18:00,1500/day,120,Amazon Prime,,326 West Harbor Drive,32.7099215,-117.1659413
City Heights Farmer's Market (Every Saturday),50107,FARMERS,2018-07-21 9:00,2018-07-21 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50379,FARMERS,2018-07-21 9:00,2018-07-21 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,50005,FARMERS,2018-07-21 8:00,2018-07-21 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
World Championship OTL Tournament: Multi-day Event,49877,ATHLETIC,2018-07-21 7:00,2018-07-21 22:00,35000,3900,Old Mission Beach Athletic Club,www.ombac.org,1400 Fiesta Island Road,32.78888433,-117.2136896
Point Loma Summer Concerts (Series),50818,CONCERTS,2018-07-20 17:30,2018-07-20 20:30,3000,50,Point Loma Summer Concerts,www.plconcerts.org,1049 Catalina Blvd,32.7254294,-117.2447318
Food Truck Fridays,50665,FARMERS,2018-07-20 16:00,2018-07-20 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Hulu LLC Castle Rock Event Activation at SDCC,50941,FESTIVAL,2018-07-20 11:00,2018-07-20 18:00,1475/day,975,Hulu LLC,,255 West Island Avenue,32.7103935,-117.1652269
Daily Food Trucks,51100,FESTIVAL,2018-07-20 11:00,2018-07-20 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
AMC The Walking Dead & Fear of the Walking Dead,51239,ATHLETIC,2018-07-20 9:30,2018-07-20 19:00,2250/day,50,AMC,,326 West Harbor Drive,32.7099215,-117.1659413
Amazon Comic Con 2018: Jack Ryan Activation,50936,FESTIVAL,2018-07-20 9:00,2018-07-20 18:00,1500/day,120,Amazon Prime,,326 West Harbor Drive,32.7099215,-117.1659413
World Championship OTL Tournament: Multi-day Event,49876,ATHLETIC,2018-07-20 7:00,2018-07-20 22:00,35000,3900,Old Mission Beach Athletic Club,www.ombac.org,1400 Fiesta Island Road,32.78888433,-117.2136896
North Park Thursday Market,50055,FARMERS,2018-07-19 15:00,2018-07-19 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,50956,FESTIVAL,2018-07-19 11:00,2018-07-19 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Hulu LLC Castle Rock Event Activation at SDCC,50940,FESTIVAL,2018-07-19 11:00,2018-07-19 18:00,1475/day,975,Hulu LLC,,255 West Island Avenue,32.7103935,-117.1652269
AMC The Walking Dead & Fear of the Walking Dead,51238,ATHLETIC,2018-07-19 9:30,2018-07-19 19:00,2250/day,50,AMC,,326 West Harbor Drive,32.7099215,-117.1659413
Amazon Comic Con 2018: Jack Ryan Activation,50935,FESTIVAL,2018-07-19 9:00,2018-07-19 18:00,1500/day,120,Amazon Prime,,326 West Harbor Drive,32.7099215,-117.1659413
Ocean Beach Certified Farmer's Market (Wednesdays),50189,FARMERS,2018-07-18 16:00,2018-07-18 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49810,FARMERS,2018-07-18 11:00,2018-07-18 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Daily Food Trucks,50955,FESTIVAL,2018-07-18 11:00,2018-07-18 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Little Italy's Wednesday Farmers Market,50907,FARMERS,2018-07-18 9:00,2018-07-18 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50483,FARMERS,2018-07-17 14:00,2018-07-17 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50954,FESTIVAL,2018-07-17 11:00,2018-07-17 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50953,FESTIVAL,2018-07-16 11:00,2018-07-16 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
TBD Street Fair,50879,FESTIVAL,2018-07-15 12:00,2018-07-21 22:00,3000,100,Misuc Box,,India & Columbia Streets,,
San Diego LGBT Pride Festival 2018 (3-Day Event),50540,ATHLETIC,2018-07-15 11:00,2018-07-15 21:30,35000,800,San Diego LGBT Pride Inc.,www.sdpride.org,6th Avenue & Laurel Street,32.73139381,-117.1593994
San Diego LGBT Pride Festival 2018 (3-Day Event),50541,FESTIVAL,2018-07-15 11:00,2018-07-15 21:30,35000,800,San Diego LGBT Pride Inc.,www.sdpride.org,6th Avenue & Laurel Street,32.73139381,-117.1593994
Daily Food Trucks,50952,FESTIVAL,2018-07-15 11:00,2018-07-15 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50565,FARMERS,2018-07-15 10:00,2018-07-15 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49929,FARMERS,2018-07-15 9:00,2018-07-15 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50378,FARMERS,2018-07-15 9:00,2018-07-15 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
World Cup Final North Park Block Party,50878,FESTIVAL,2018-07-15 7:00,2018-07-15 14:00,4000,80,North Park Main Street,,30th Street & Lincoln Avenue,32.7347209,-117.1293344
World Championship OTL Tournament: Multi-day Event,49875,ATHLETIC,2018-07-15 7:00,2018-07-15 22:00,35000,3900,Old Mission Beach Athletic Club,www.ombac.org,1400 Fiesta Island Road,32.78888433,-117.2136896
